epoch loss mae mse val_loss val_mae val_mse
26 0.04432106390595436 0.04432106390595436 0.009557388722896576 0.04372461512684822 0.04372461512684822 0.008879146538674831
27 0.044040292501449585 0.044040292501449585 0.009398178197443485 0.04288841038942337 0.04288841038942337 0.008662139996886253
28 0.043897293508052826 0.043897293508052826 0.009326089173555374 0.0432991161942482 0.0432991161942482 0.008919663727283478
29 0.043640196323394775 0.043640196323394775 0.009142305701971054 0.04250703006982803 0.04250703006982803 0.008489072322845459
30 0.04348644241690636 0.04348644241690636 0.009032844565808773 0.043934449553489685 0.043934449553489685 0.008953802287578583
31 0.04312203451991081 0.04312203451991081 0.00888032652437687 0.04197170212864876 0.04197170212864876 0.008145247586071491
32 0.04274096339941025 0.04274096339941025 0.008688586764037609 0.04141642898321152 0.04141642898321152 0.008213878609240055
33 0.04282020777463913 0.04282020777463913 0.008684057742357254 0.04190082103013992 0.04190082103013992 0.007961648516356945
34 0.042365558445453644 0.042365558445453644 0.00846873503178358 0.042157936841249466 0.042157936841249466 0.00820279959589243
35 0.042227428406476974 0.042227428406476974 0.00843124557286501 0.04042482376098633 0.04042482376098633 0.007582088001072407
36 0.04180988296866417 0.04180988296866417 0.008243526332080364 0.04070690646767616 0.04070690646767616 0.007644117344170809
37 0.04176893085241318 0.04176893085241318 0.00822052825242281 0.0397709459066391 0.0397709459066391 0.007220652885735035
38 0.04153493046760559 0.04153493046760559 0.008069484494626522 0.04005630686879158 0.04005630686879158 0.007596583571285009
39 0.041455067694187164 0.041455067694187164 0.008140603080391884 0.04025935381650925 0.04025935381650925 0.007435583509504795
40 0.041795894503593445 0.041795894503593445 0.008273500949144363 0.0399203859269619 0.0399203859269619 0.007410816848278046
41 0.04091911390423775 0.04091911390423775 0.007910636253654957 0.04045654088258743 0.04045654088258743 0.007816181518137455
42 0.04082107916474342 0.04082107916474342 0.007831928320229053 0.03885694965720177 0.03885694965720177 0.007082903292030096
43 0.040841083973646164 0.040841083973646164 0.007847321219742298 0.038965702056884766 0.038965702056884766 0.007116460707038641
44 0.04053929075598717 0.04053929075598717 0.007730153854936361 0.03968831151723862 0.03968831151723862 0.00747913122177124
45 0.04060962423682213 0.04060962423682213 0.00778468232601881 0.03881822153925896 0.03881822153925896 0.007158217020332813
46 0.040349122136831284 0.040349122136831284 0.007678295951336622 0.039539922028779984 0.039539922028779984 0.007271098904311657
47 0.04053971916437149 0.04053971916437149 0.007743774447590113 0.03874821960926056 0.03874821960926056 0.006988621782511473
48 0.04065028205513954 0.04065028205513954 0.007831514813005924 0.03818138316273689 0.03818138316273689 0.007008684333413839
49 0.04011305794119835 0.04011305794119835 0.0075917416252195835 0.038110096007585526 0.038110096007585526 0.006842395756393671
50 0.039864297956228256 0.039864297956228256 0.007507232017815113 0.03844776004552841 0.03844776004552841 0.007102144882082939
51 0.039846424013376236 0.039846424013376236 0.007517295889556408 0.0383567251265049 0.0383567251265049 0.006858707405626774
52 0.0399605929851532 0.0399605929851532 0.0075510102324187756 0.03871998190879822 0.03871998190879822 0.006888919975608587
53 0.03976035118103027 0.03976035118103027 0.00747135654091835 0.03977683559060097 0.03977683559060097 0.006831227336078882
54 0.03967336565256119 0.03967336565256119 0.0074120331555604935 0.03804393857717514 0.03804393857717514 0.006782243959605694
55 0.039508070796728134 0.039508070796728134 0.007362152449786663 0.03745536506175995 0.03745536506175995 0.006603863090276718
56 0.039303090423345566 0.039303090423345566 0.0072899265214800835 0.03734837472438812 0.03734837472438812 0.006657915189862251
57 0.03935207426548004 0.03935207426548004 0.007263660430908203 0.03822154551744461 0.03822154551744461 0.006492500193417072
58 0.03938523679971695 0.03938523679971695 0.007280607707798481 0.038621023297309875 0.038621023297309875 0.007032869849354029
59 0.03929701820015907 0.03929701820015907 0.007312867324799299 0.03722685948014259 0.03722685948014259 0.0066137672401964664
60 0.03972310572862625 0.03972310572862625 0.007487318944185972 0.03742470592260361 0.03742470592260361 0.006662056315690279
61 0.03905273601412773 0.03905273601412773 0.0071946727111935616 0.037868570536375046 0.037868570536375046 0.006792391650378704
62 0.039503052830696106 0.039503052830696106 0.0073581477627158165 0.03764449432492256 0.03764449432492256 0.006597456522285938
63 0.0389113649725914 0.0389113649725914 0.0071390969678759575 0.036570195108652115 0.036570195108652115 0.006418128032237291
64 0.0388343445956707 0.0388343445956707 0.00708865188062191 0.03637044504284859 0.03637044504284859 0.00636022724211216
65 0.038944121450185776 0.038944121450185776 0.0071575515903532505 0.03680415451526642 0.03680415451526642 0.006419614423066378
66 0.038836769759655 0.038836769759655 0.007101456169039011 0.036752644926309586 0.036752644926309586 0.006406676955521107
67 0.038354724645614624 0.038354724645614624 0.0069473059847950935 0.036770183593034744 0.036770183593034744 0.006599002983421087
68 0.03871292993426323 0.03871292993426323 0.007009112276136875 0.0366891548037529 0.0366891548037529 0.006403927691280842
69 0.03854386880993843 0.03854386880993843 0.0069991182535886765 0.0372023768723011 0.0372023768723011 0.006512544583529234
70 0.03830975294113159 0.03830975294113159 0.006925707682967186 0.03647492080926895 0.03647492080926895 0.0062613352201879025
71 0.03832069784402847 0.03832069784402847 0.0069308774545788765 0.03619210049510002 0.03619210049510002 0.006286682095378637
72 0.03810897842049599 0.03810897842049599 0.006834209430962801 0.03680335730314255 0.03680335730314255 0.006432538852095604
73 0.038915589451789856 0.038915589451789856 0.007113947998732328 0.03621605038642883 0.03621605038642883 0.006241023540496826
74 0.03834672272205353 0.03834672272205353 0.0069442018866539 0.03751128911972046 0.03751128911972046 0.006468127015978098
75 0.03810003772377968 0.03810003772377968 0.006867871154099703 0.035365812480449677 0.035365812480449677 0.0060327621176838875
76 0.03805811330676079 0.03805811330676079 0.0068274373188614845 0.03570173308253288 0.03570173308253288 0.006021918263286352
77 0.03786894679069519 0.03786894679069519 0.006761698517948389 0.03556063026189804 0.03556063026189804 0.006060412153601646
78 0.037713423371315 0.037713423371315 0.0067078350111842155 0.036155179142951965 0.036155179142951965 0.0062267715111374855
79 0.03767907992005348 0.03767907992005348 0.006712241563946009 0.03605612739920616 0.03605612739920616 0.006124530918896198
80 0.03779899701476097 0.03779899701476097 0.006720572244375944 0.03609088435769081 0.03609088435769081 0.006040093023329973
81 0.037558481097221375 0.037558481097221375 0.006658613681793213 0.035792142152786255 0.035792142152786255 0.006132987793534994
82 0.03766736388206482 0.03766736388206482 0.006698583252727985 0.0357944592833519 0.0357944592833519 0.006063020788133144
83 0.03743981942534447 0.03743981942534447 0.006625338923186064 0.03598009794950485 0.03598009794950485 0.00610326649621129
84 0.03784358128905296 0.03784358128905296 0.006770812440663576 0.035766370594501495 0.035766370594501495 0.0059633259661495686
85 0.03752310574054718 0.03752310574054718 0.006641238462179899 0.03552045673131943 0.03552045673131943 0.006112575531005859
86 0.03735094889998436 0.03735094889998436 0.006595201790332794 0.03499867022037506 0.03499867022037506 0.005885458085685968
87 0.037202004343271255 0.037202004343271255 0.006528062745928764 0.037734586745500565 0.037734586745500565 0.0064077917486429214
88 0.037476345896720886 0.037476345896720886 0.006609913893043995 0.035916708409786224 0.035916708409786224 0.006018313113600016
89 0.03726799413561821 0.03726799413561821 0.006552150938659906 0.03595338016748428 0.03595338016748428 0.006269737146794796
90 0.037109676748514175 0.037109676748514175 0.006514370907098055 0.03528200462460518 0.03528200462460518 0.006010390818119049
91 0.03700185939669609 0.03700185939669609 0.00646753516048193 0.03512613847851753 0.03512613847851753 0.006000265944749117
92 0.0373358279466629 0.0373358279466629 0.006590768229216337 0.03546517714858055 0.03546517714858055 0.005899165757000446
93 0.037018440663814545 0.037018440663814545 0.006467114668339491 0.035571273416280746 0.035571273416280746 0.0058867898769676685
94 0.036773134022951126 0.036773134022951126 0.00641696248203516 0.035468026995658875 0.035468026995658875 0.005884536076337099
95 0.037604693323373795 0.037604693323373795 0.006653210613876581 0.03535543754696846 0.03535543754696846 0.00577243696898222
96 0.036775801330804825 0.036775801330804825 0.006394661497324705 0.03504641354084015 0.03504641354084015 0.005796903278678656
97 0.036812275648117065 0.036812275648117065 0.006411710288375616 0.03502527251839638 0.03502527251839638 0.005911468993872404
98 0.03676110506057739 0.03676110506057739 0.006391248200088739 0.03513142839074135 0.03513142839074135 0.005773233715444803
99 0.03715919703245163 0.03715919703245163 0.006550798192620277 0.03483891114592552 0.03483891114592552 0.005795234814286232
